Drug1,Drug2,Cell_Line,Loewe,Tissue
Sunitinib,Sorafenib,MDA.MB.436,-13.89962691,breast
Sunitinib,temozolomide,MDA.MB.436,-32.17739684,breast
Sunitinib,topotecan,MDA.MB.436,-5.796305186,breast
temozolomide,Veliparib,MDA.MB.436,8.904069916,breast
temozolomide,MK-1775,MDA.MB.436,-23.91931852,breast
temozolomide,915019-65-7,MDA.MB.436,-26.49343444,breast
temozolomide,Bortezomib,MDA.MB.436,-2.070772253,breast
temozolomide,Dasatinib,MDA.MB.436,-2.059172859,breast
temozolomide,Dinaciclib,MDA.MB.436,-2.598515528,breast
temozolomide,Erlotinib,MDA.MB.436,-14.54362635,breast
temozolomide,geldanamycin,MDA.MB.436,-1.775844829,breast
temozolomide,Lapatinib,MDA.MB.436,5.445554953,breast
temozolomide,MK-2206,MDA.MB.436,-4.697015035,breast
temozolomide,Niraparib,MDA.MB.436,-0.138849976,breast
temozolomide,MK-5108,MDA.MB.436,2.713167824,breast
temozolomide,Deforolimus,MDA.MB.436,-1.500854345,breast
temozolomide,891494-63-6,MDA.MB.436,-6.807950172,breast
temozolomide,Eloxatin (TN),MDA.MB.436,-27.20567328,breast
temozolomide,391210-10-9,MDA.MB.436,0.763786722,breast
temozolomide,7-Ethyl-10-hydroxycamptothecin,MDA.MB.436,-25.36000493,breast
temozolomide,Sorafenib,MDA.MB.436,-7.630758685,breast
temozolomide,topotecan,MDA.MB.436,-14.8736408,breast
topotecan,915019-65-7,MDA.MB.436,5.989467217,breast
topotecan,Dinaciclib,MDA.MB.436,-0.425969003,breast
topotecan,891494-63-6,MDA.MB.436,-0.21966347,breast
topotecan,Sorafenib,MDA.MB.436,-2.937723277,breast
vinblastine,Veliparib,MDA.MB.436,-3.129120771,breast
vinblastine,MK-1775,MDA.MB.436,1.019211446,breast
vinblastine,915019-65-7,MDA.MB.436,5.110917098,breast
vinblastine,Bortezomib,MDA.MB.436,-2.965308316,breast
vinblastine,Dasatinib,MDA.MB.436,2.811014685,breast
vinblastine,Dinaciclib,MDA.MB.436,-4.051635617,breast
vinblastine,Erlotinib,MDA.MB.436,5.071087244,breast
vinblastine,geldanamycin,MDA.MB.436,0.517002228,breast
vinblastine,L-778123 free base,MDA.MB.436,10.56308079,breast
vinblastine,Lapatinib,MDA.MB.436,-7.872268207,breast
vinblastine,MK-2206,MDA.MB.436,-0.300192858,breast
vinblastine,Niraparib,MDA.MB.436,0.08222199,breast
vinblastine,MK-5108,MDA.MB.436,-11.93788312,breast
vinblastine,Deforolimus,MDA.MB.436,0.689195964,breast
vinblastine,891494-63-6,MDA.MB.436,-3.196146334,breast
vinblastine,391210-10-9,MDA.MB.436,1.44013993,breast
vinblastine,Sorafenib,MDA.MB.436,-16.51777313,breast
vinblastine,Sunitinib,MDA.MB.436,-1.540349455,breast
vinblastine,temozolomide,MDA.MB.436,-7.254297054,breast
vinblastine,Vorinostat,MDA.MB.436,0.146187751,breast
vinorelbine,Veliparib,MDA.MB.436,2.481173144,breast
vinorelbine,MK-1775,MDA.MB.436,-3.149523573,breast
vinorelbine,915019-65-7,MDA.MB.436,4.049639107,breast
vinorelbine,Bortezomib,MDA.MB.436,-5.796563186,breast
vinorelbine,Dasatinib,MDA.MB.436,-2.066841334,breast
vinorelbine,Dinaciclib,MDA.MB.436,-3.1371417,breast
vinorelbine,Erlotinib,MDA.MB.436,3.537645719,breast
vinorelbine,geldanamycin,MDA.MB.436,0.670013071,breast
vinorelbine,Lapatinib,MDA.MB.436,-13.87338933,breast
vinorelbine,MK-2206,MDA.MB.436,1.557500736,breast
vinorelbine,Niraparib,MDA.MB.436,-1.460039964,breast
vinorelbine,MK-5108,MDA.MB.436,-19.63002735,breast
vinorelbine,Deforolimus,MDA.MB.436,-1.909124162,breast
vinorelbine,891494-63-6,MDA.MB.436,-1.060411648,breast
vinorelbine,391210-10-9,MDA.MB.436,-7.457157312,breast
vinorelbine,Sorafenib,MDA.MB.436,-12.67576262,breast
vinorelbine,Sunitinib,MDA.MB.436,-3.607158584,breast
vinorelbine,temozolomide,MDA.MB.436,-5.716769289,breast
vinorelbine,Vorinostat,MDA.MB.436,-2.405296552,breast
Vorinostat,Veliparib,MDA.MB.436,3.613331878,breast
Vorinostat,MK-1775,MDA.MB.436,3.833483285,breast
Vorinostat,915019-65-7,MDA.MB.436,6.407276562,breast
Vorinostat,Bortezomib,MDA.MB.436,-2.109954127,breast
Vorinostat,Dasatinib,MDA.MB.436,-1.905137803,breast
Vorinostat,Dinaciclib,MDA.MB.436,-5.644880254,breast
Vorinostat,Erlotinib,MDA.MB.436,4.253110601,breast
Vorinostat,geldanamycin,MDA.MB.436,4.496468595,breast
Vorinostat,gemcitabine,MDA.MB.436,4.95585113,breast
Vorinostat,Lapatinib,MDA.MB.436,0.700196214,breast
Vorinostat,MK-2206,MDA.MB.436,5.202763568,breast
Vorinostat,Niraparib,MDA.MB.436,4.422961807,breast
Vorinostat,MK-5108,MDA.MB.436,-2.57627796,breast
Vorinostat,Deforolimus,MDA.MB.436,4.669663128,breast
Vorinostat,891494-63-6,MDA.MB.436,3.613885941,breast
Vorinostat,Eloxatin (TN),MDA.MB.436,-0.011798328,breast
Vorinostat,391210-10-9,MDA.MB.436,5.771258449,breast
Vorinostat,7-Ethyl-10-hydroxycamptothecin,MDA.MB.436,-0.641415363,breast
Vorinostat,Sorafenib,MDA.MB.436,-6.426376984,breast
Vorinostat,Sunitinib,MDA.MB.436,0.288620488,breast
Vorinostat,temozolomide,MDA.MB.436,-6.182489127,breast
Vorinostat,topotecan,MDA.MB.436,0.854771566,breast
5-Fluorouracil,Veliparib,OCUB.M,-5.879737245,breast
5-Fluorouracil,MK-1775,OCUB.M,6.702957588,breast
5-Fluorouracil,915019-65-7,OCUB.M,1.170481581,breast
5-Fluorouracil,Bortezomib,OCUB.M,-4.769711146,breast
5-Fluorouracil,Dasatinib,OCUB.M,0.796073095,breast
5-Fluorouracil,Dinaciclib,OCUB.M,-7.409131366,breast
5-Fluorouracil,Erlotinib,OCUB.M,4.883189403,breast
5-Fluorouracil,geldanamycin,OCUB.M,2.197240752,breast
5-Fluorouracil,L-778123 free base,OCUB.M,5.80790244,breast
5-Fluorouracil,Lapatinib,OCUB.M,-5.567518987,breast
5-Fluorouracil,MK-2206,OCUB.M,-11.53504963,breast
5-Fluorouracil,Niraparib,OCUB.M,3.685131565,breast
5-Fluorouracil,MK-5108,OCUB.M,0.152492582,breast
5-Fluorouracil,Deforolimus,OCUB.M,4.767070198,breast
5-Fluorouracil,891494-63-6,OCUB.M,18.29684231,breast
5-Fluorouracil,391210-10-9,OCUB.M,2.921643797,breast
5-Fluorouracil,Sorafenib,OCUB.M,-3.557434702,breast
5-Fluorouracil,Sunitinib,OCUB.M,4.693725463,breast
5-Fluorouracil,temozolomide,OCUB.M,-23.99034592,breast
5-Fluorouracil,Vorinostat,OCUB.M,-4.425409387,breast
Veliparib,915019-65-7,OCUB.M,-33.49312813,breast
Veliparib,Dinaciclib,OCUB.M,-31.32035336,breast
Veliparib,geldanamycin,OCUB.M,1.420774448,breast
Veliparib,Deforolimus,OCUB.M,-22.9741522,breast
Veliparib,891494-63-6,OCUB.M,-6.860594082,breast
Veliparib,Eloxatin (TN),OCUB.M,1.111405798,breast
Veliparib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,-32.50216016,breast
Veliparib,Sorafenib,OCUB.M,-0.029694661,breast
Veliparib,topotecan,OCUB.M,-9.34689247,breast
MK-1775,Veliparib,OCUB.M,-64.15122806,breast
MK-1775,915019-65-7,OCUB.M,8.406127602,breast
MK-1775,Bortezomib,OCUB.M,-7.022887452,breast
MK-1775,Dasatinib,OCUB.M,4.270501477,breast
MK-1775,Dinaciclib,OCUB.M,-1.362672377,breast
MK-1775,Erlotinib,OCUB.M,2.968855554,breast
MK-1775,geldanamycin,OCUB.M,-9.267517247,breast
MK-1775,Lapatinib,OCUB.M,9.669458402,breast
MK-1775,MK-2206,OCUB.M,1.099814395,breast
MK-1775,Niraparib,OCUB.M,29.044056,breast
MK-1775,MK-5108,OCUB.M,1.944595083,breast
MK-1775,Deforolimus,OCUB.M,16.43519383,breast
MK-1775,891494-63-6,OCUB.M,23.40507605,breast
MK-1775,Eloxatin (TN),OCUB.M,6.765726661,breast
MK-1775,391210-10-9,OCUB.M,-0.544899901,breast
MK-1775,7-Ethyl-10-hydroxycamptothecin,OCUB.M,4.641132259,breast
MK-1775,Sorafenib,OCUB.M,2.401864222,breast
MK-1775,topotecan,OCUB.M,14.29128641,breast
915019-65-7,Dinaciclib,OCUB.M,-0.594641025,breast
915019-65-7,891494-63-6,OCUB.M,-10.9646486,breast
915019-65-7,Eloxatin (TN),OCUB.M,1.391014542,breast
915019-65-7,7-Ethyl-10-hydroxycamptothecin,OCUB.M,3.231004949,breast
915019-65-7,Sorafenib,OCUB.M,2.578499836,breast
Bortezomib,Veliparib,OCUB.M,-23.28281269,breast
Bortezomib,915019-65-7,OCUB.M,2.052288477,breast
Bortezomib,Dasatinib,OCUB.M,-0.750529905,breast
Bortezomib,Dinaciclib,OCUB.M,-5.489982386,breast
Bortezomib,geldanamycin,OCUB.M,-8.740181762,breast
Bortezomib,Deforolimus,OCUB.M,2.086278845,breast
Bortezomib,891494-63-6,OCUB.M,-1.170213167,breast
Bortezomib,Eloxatin (TN),OCUB.M,-4.486567197,breast
Bortezomib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,3.388029419,breast
Bortezomib,Sorafenib,OCUB.M,-0.861509656,breast
Bortezomib,topotecan,OCUB.M,-1.4138096,breast
Carboplatinum,Veliparib,OCUB.M,10.06529353,breast
Carboplatinum,MK-1775,OCUB.M,-1.742412073,breast
Carboplatinum,915019-65-7,OCUB.M,-3.348621758,breast
Carboplatinum,Bortezomib,OCUB.M,-5.348279094,breast
Carboplatinum,Dasatinib,OCUB.M,6.460808449,breast
Carboplatinum,Dinaciclib,OCUB.M,-9.672711381,breast
Carboplatinum,Erlotinib,OCUB.M,0.080331401,breast
Carboplatinum,geldanamycin,OCUB.M,3.905493985,breast
Carboplatinum,L-778123 free base,OCUB.M,1.382241868,breast
Carboplatinum,Lapatinib,OCUB.M,-5.343632692,breast
Carboplatinum,MK-2206,OCUB.M,-14.90490217,breast
Carboplatinum,Niraparib,OCUB.M,2.243484794,breast
Carboplatinum,MK-5108,OCUB.M,0.322139318,breast
Carboplatinum,Deforolimus,OCUB.M,9.915716093,breast
Carboplatinum,891494-63-6,OCUB.M,13.24762587,breast
Carboplatinum,391210-10-9,OCUB.M,5.774523694,breast
Carboplatinum,Sorafenib,OCUB.M,-11.64395069,breast
Carboplatinum,Sunitinib,OCUB.M,2.279569891,breast
Carboplatinum,temozolomide,OCUB.M,-23.43987749,breast
Carboplatinum,Vorinostat,OCUB.M,-8.016370647,breast
cyclophosphamide,Veliparib,OCUB.M,3.183006244,breast
cyclophosphamide,MK-1775,OCUB.M,-66.05440669,breast
cyclophosphamide,915019-65-7,OCUB.M,-34.25986251,breast
cyclophosphamide,Bortezomib,OCUB.M,-47.58747966,breast
cyclophosphamide,Dasatinib,OCUB.M,-20.90841613,breast
cyclophosphamide,Dinaciclib,OCUB.M,-56.5800328,breast
cyclophosphamide,Erlotinib,OCUB.M,-30.52753884,breast
cyclophosphamide,geldanamycin,OCUB.M,-23.71637317,breast
cyclophosphamide,L-778123 free base,OCUB.M,-0.14610936,breast
cyclophosphamide,Lapatinib,OCUB.M,-18.15865627,breast
cyclophosphamide,MK-2206,OCUB.M,-29.37511174,breast
cyclophosphamide,Niraparib,OCUB.M,-8.500894551,breast
cyclophosphamide,MK-5108,OCUB.M,-24.41319434,breast
cyclophosphamide,Deforolimus,OCUB.M,-14.80704282,breast
cyclophosphamide,891494-63-6,OCUB.M,-6.974062832,breast
cyclophosphamide,391210-10-9,OCUB.M,-0.626702241,breast
cyclophosphamide,Sorafenib,OCUB.M,-10.77349154,breast
cyclophosphamide,Sunitinib,OCUB.M,-13.14130012,breast
cyclophosphamide,temozolomide,OCUB.M,10.97290853,breast
cyclophosphamide,Vorinostat,OCUB.M,-37.43603294,breast
Dasatinib,Veliparib,OCUB.M,-7.780468588,breast
Dasatinib,915019-65-7,OCUB.M,3.642503398,breast
Dasatinib,Dinaciclib,OCUB.M,7.237393047,breast
Dasatinib,geldanamycin,OCUB.M,6.557290511,breast
Dasatinib,Deforolimus,OCUB.M,7.832792043,breast
Dasatinib,891494-63-6,OCUB.M,9.572540237,breast
Dasatinib,Eloxatin (TN),OCUB.M,1.279188148,breast
Dasatinib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,-0.617207623,breast
Dasatinib,Sorafenib,OCUB.M,4.856348284,breast
Dasatinib,topotecan,OCUB.M,5.504035427,breast
dexamethasone,Veliparib,OCUB.M,5.148568744,breast
dexamethasone,MK-1775,OCUB.M,-59.81215669,breast
dexamethasone,915019-65-7,OCUB.M,-34.22683126,breast
dexamethasone,Bortezomib,OCUB.M,-47.89219841,breast
dexamethasone,Dasatinib,OCUB.M,-18.52772863,breast
dexamethasone,Dinaciclib,OCUB.M,-56.22870282,breast
dexamethasone,Erlotinib,OCUB.M,-30.80569509,breast
dexamethasone,geldanamycin,OCUB.M,-20.35938166,breast
dexamethasone,L-778123 free base,OCUB.M,-4.583843735,breast
dexamethasone,Lapatinib,OCUB.M,-21.2195469,breast
dexamethasone,MK-2206,OCUB.M,-29.40881486,breast
dexamethasone,Niraparib,OCUB.M,-3.702675801,breast
dexamethasone,MK-5108,OCUB.M,-23.96863184,breast
dexamethasone,Deforolimus,OCUB.M,-15.8481522,breast
dexamethasone,891494-63-6,OCUB.M,-4.626781581,breast
dexamethasone,391210-10-9,OCUB.M,2.493916008,breast
dexamethasone,Sorafenib,OCUB.M,-11.70536654,breast
dexamethasone,Sunitinib,OCUB.M,-12.53305012,breast
dexamethasone,temozolomide,OCUB.M,2.11713778,breast
dexamethasone,Vorinostat,OCUB.M,-37.28832982,breast
Dinaciclib,891494-63-6,OCUB.M,-6.823127126,breast
doxorubicin,Veliparib,OCUB.M,-15.86739476,breast
doxorubicin,MK-1775,OCUB.M,6.537721309,breast
doxorubicin,915019-65-7,OCUB.M,2.835442884,breast
doxorubicin,Bortezomib,OCUB.M,-1.521810664,breast
doxorubicin,Dasatinib,OCUB.M,2.330711501,breast
doxorubicin,Dinaciclib,OCUB.M,0.614551825,breast
doxorubicin,Erlotinib,OCUB.M,2.463893869,breast
doxorubicin,geldanamycin,OCUB.M,-9.184429324,breast
doxorubicin,L-778123 free base,OCUB.M,-12.4526338,breast
doxorubicin,Lapatinib,OCUB.M,6.370673288,breast
doxorubicin,MK-2206,OCUB.M,3.473234991,breast
doxorubicin,Niraparib,OCUB.M,-15.13716258,breast
doxorubicin,MK-5108,OCUB.M,-3.597181016,breast
doxorubicin,Deforolimus,OCUB.M,3.799417353,breast
doxorubicin,891494-63-6,OCUB.M,-15.45134567,breast
doxorubicin,391210-10-9,OCUB.M,-4.527624349,breast
doxorubicin,Sorafenib,OCUB.M,-4.205321783,breast
doxorubicin,Sunitinib,OCUB.M,-5.748167557,breast
doxorubicin,temozolomide,OCUB.M,-14.97516892,breast
doxorubicin,Vorinostat,OCUB.M,4.059075712,breast
Erlotinib,Veliparib,OCUB.M,-27.09551971,breast
Erlotinib,915019-65-7,OCUB.M,7.515897022,breast
Erlotinib,Bortezomib,OCUB.M,-3.244560708,breast
Erlotinib,Dasatinib,OCUB.M,1.738703993,breast
Erlotinib,Dinaciclib,OCUB.M,-4.761339165,breast
Erlotinib,geldanamycin,OCUB.M,0.306510434,breast
Erlotinib,Deforolimus,OCUB.M,15.20767051,breast
Erlotinib,891494-63-6,OCUB.M,-1.190878262,breast
Erlotinib,Eloxatin (TN),OCUB.M,0.191899641,breast
Erlotinib,391210-10-9,OCUB.M,2.570813102,breast
Erlotinib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,3.472692088,breast
Erlotinib,Sorafenib,OCUB.M,2.39198062,breast
Erlotinib,topotecan,OCUB.M,8.404263691,breast
etoposide,Veliparib,OCUB.M,-29.98451176,breast
etoposide,MK-1775,OCUB.M,6.402539043,breast
etoposide,915019-65-7,OCUB.M,1.37397956,breast
etoposide,Bortezomib,OCUB.M,-4.327247351,breast
etoposide,Dasatinib,OCUB.M,2.327900555,breast
etoposide,Dinaciclib,OCUB.M,-1.257956273,breast
etoposide,Erlotinib,OCUB.M,2.369931618,breast
etoposide,geldanamycin,OCUB.M,-4.131837861,breast
etoposide,Lapatinib,OCUB.M,5.258276104,breast
etoposide,MK-2206,OCUB.M,3.680434044,breast
etoposide,Niraparib,OCUB.M,-2.442422837,breast
etoposide,MK-5108,OCUB.M,-0.303360803,breast
etoposide,Deforolimus,OCUB.M,5.187738917,breast
etoposide,891494-63-6,OCUB.M,-3.881888773,breast
etoposide,391210-10-9,OCUB.M,-0.041305541,breast
etoposide,Sorafenib,OCUB.M,-5.374266902,breast
etoposide,Sunitinib,OCUB.M,-4.013821057,breast
etoposide,temozolomide,OCUB.M,-35.22863603,breast
etoposide,Vorinostat,OCUB.M,0.6920556,breast
geldanamycin,915019-65-7,OCUB.M,-8.780584735,breast
geldanamycin,Dinaciclib,OCUB.M,-10.51245412,breast
geldanamycin,891494-63-6,OCUB.M,11.09174712,breast
geldanamycin,Eloxatin (TN),OCUB.M,4.589866609,breast
geldanamycin,7-Ethyl-10-hydroxycamptothecin,OCUB.M,-6.531204179,breast
geldanamycin,Sorafenib,OCUB.M,6.947218777,breast
geldanamycin,topotecan,OCUB.M,0.213261307,breast
gemcitabine,Veliparib,OCUB.M,-26.5226206,breast
gemcitabine,MK-1775,OCUB.M,18.23599027,breast
gemcitabine,915019-65-7,OCUB.M,2.760768782,breast
gemcitabine,Bortezomib,OCUB.M,-3.42455595,breast
gemcitabine,Dasatinib,OCUB.M,1.956033776,breast
gemcitabine,Dinaciclib,OCUB.M,-4.876506426,breast
gemcitabine,Erlotinib,OCUB.M,4.770172906,breast
gemcitabine,geldanamycin,OCUB.M,-9.830150791,breast
gemcitabine,Lapatinib,OCUB.M,4.616631438,breast
gemcitabine,MK-2206,OCUB.M,0.712351453,breast
gemcitabine,Niraparib,OCUB.M,-11.9411424,breast
gemcitabine,MK-5108,OCUB.M,-5.766552837,breast
gemcitabine,Deforolimus,OCUB.M,1.868358423,breast
gemcitabine,891494-63-6,OCUB.M,14.4620323,breast
gemcitabine,391210-10-9,OCUB.M,-13.83938996,breast
gemcitabine,Sorafenib,OCUB.M,-11.10076754,breast
gemcitabine,Sunitinib,OCUB.M,0.523805468,breast
gemcitabine,temozolomide,OCUB.M,-23.09298588,breast
L-778123 free base,Veliparib,OCUB.M,-4.808860119,breast
L-778123 free base,MK-1775,OCUB.M,3.095882563,breast
L-778123 free base,915019-65-7,OCUB.M,-5.956146292,breast
L-778123 free base,Bortezomib,OCUB.M,-1.902963413,breast
L-778123 free base,Dasatinib,OCUB.M,8.200848385,breast
L-778123 free base,Dinaciclib,OCUB.M,-7.503488852,breast
L-778123 free base,Erlotinib,OCUB.M,4.040288891,breast
L-778123 free base,etoposide,OCUB.M,-5.637034015,breast
L-778123 free base,geldanamycin,OCUB.M,6.686627553,breast
L-778123 free base,gemcitabine,OCUB.M,-5.524185472,breast
L-778123 free base,Lapatinib,OCUB.M,2.573459104,breast
L-778123 free base,MK-2206,OCUB.M,-4.296317744,breast
L-778123 free base,Niraparib,OCUB.M,8.098785412,breast
L-778123 free base,MK-5108,OCUB.M,7.398108891,breast
L-778123 free base,Deforolimus,OCUB.M,18.53405832,breast
L-778123 free base,891494-63-6,OCUB.M,6.804851315,breast
L-778123 free base,Eloxatin (TN),OCUB.M,5.639948735,breast
L-778123 free base,391210-10-9,OCUB.M,2.871822421,breast
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,OCUB.M,-0.531339435,breast
L-778123 free base,Sorafenib,OCUB.M,7.893779425,breast
L-778123 free base,Sunitinib,OCUB.M,6.676218112,breast
L-778123 free base,temozolomide,OCUB.M,-9.830480337,breast
L-778123 free base,topotecan,OCUB.M,2.221742224,breast
L-778123 free base,vinorelbine,OCUB.M,9.686490755,breast
L-778123 free base,Vorinostat,OCUB.M,5.238626666,breast
Lapatinib,Veliparib,OCUB.M,-20.67512827,breast
Lapatinib,915019-65-7,OCUB.M,13.11505891,breast
Lapatinib,Bortezomib,OCUB.M,-1.187516442,breast
Lapatinib,Dasatinib,OCUB.M,17.70992245,breast
Lapatinib,Dinaciclib,OCUB.M,1.26658379,breast
Lapatinib,Erlotinib,OCUB.M,3.448476247,breast
Lapatinib,geldanamycin,OCUB.M,-1.766344199,breast
Lapatinib,MK-2206,OCUB.M,15.79668468,breast
Lapatinib,Niraparib,OCUB.M,-0.748127482,breast
Lapatinib,MK-5108,OCUB.M,7.941145587,breast
Lapatinib,Deforolimus,OCUB.M,15.00999912,breast
Lapatinib,891494-63-6,OCUB.M,5.302609906,breast
Lapatinib,Eloxatin (TN),OCUB.M,-2.227363701,breast
Lapatinib,391210-10-9,OCUB.M,9.814028252,breast
Lapatinib,7-Ethyl-10-hydroxycamptothecin,OCUB.M,4.688969591,breast
Lapatinib,Sorafenib,OCUB.M,7.548237942,breast
Lapatinib,topotecan,OCUB.M,10.57243374,breast
metformin,Veliparib,OCUB.M,-1.750428585,breast
metformin,MK-1775,OCUB.M,-35.5498087,breast
metformin,915019-65-7,OCUB.M,-20.63310205,breast
metformin,Bortezomib,OCUB.M,-21.95718533,breast
metformin,Dasatinib,OCUB.M,-6.350095919,breast
metformin,Dinaciclib,OCUB.M,-18.97214337,breast
metformin,Erlotinib,OCUB.M,-12.02680368,breast
metformin,geldanamycin,OCUB.M,-19.788525,breast
metformin,L-778123 free base,OCUB.M,-5.934957859,breast
metformin,Lapatinib,OCUB.M,-37.18987471,breast
metformin,MK-2206,OCUB.M,-22.8713578,breast
metformin,Niraparib,OCUB.M,-1.085350138,breast
metformin,MK-5108,OCUB.M,-8.192260514,breast
metformin,Deforolimus,OCUB.M,-8.793699097,breast
metformin,891494-63-6,OCUB.M,-2.171085335,breast
metformin,391210-10-9,OCUB.M,-2.312558963,breast
metformin,Sorafenib,OCUB.M,-20.75922102,breast
metformin,Sunitinib,OCUB.M,-35.1552367,breast
metformin,temozolomide,OCUB.M,-9.926356862,breast
metformin,Vorinostat,OCUB.M,-13.27527478,breast
methotrexate,Veliparib,OCUB.M,-2.381785889,breast
methotrexate,MK-1775,OCUB.M,-8.83406057,breast
methotrexate,915019-65-7,OCUB.M,-6.496214792,breast
methotrexate,Bortezomib,OCUB.M,-6.265272673,breast
methotrexate,Dasatinib,OCUB.M,-4.918387951,breast
methotrexate,Dinaciclib,OCUB.M,-3.578039588,breast
methotrexate,Erlotinib,OCUB.M,-4.416114533,breast
methotrexate,geldanamycin,OCUB.M,-6.8931016,breast
methotrexate,L-778123 free base,OCUB.M,-6.552409583,breast
methotrexate,Lapatinib,OCUB.M,-5.071529451,breast
methotrexate,MK-2206,OCUB.M,-6.355604886,breast
methotrexate,Niraparib,OCUB.M,-4.327882855,breast
methotrexate,MK-5108,OCUB.M,-6.401067332,breast
methotrexate,Deforolimus,OCUB.M,-7.605528693,breast
methotrexate,891494-63-6,OCUB.M,-9.419255612,breast
methotrexate,391210-10-9,OCUB.M,-0.495964217,breast
methotrexate,Sorafenib,OCUB.M,-4.836083781,breast
methotrexate,Sunitinib,OCUB.M,-5.292594391,breast
methotrexate,temozolomide,OCUB.M,-36.30738175,breast
methotrexate,Vorinostat,OCUB.M,-5.389987699,breast
mitomycin C,Veliparib,OCUB.M,-14.4162465,breast
mitomycin C,MK-1775,OCUB.M,13.82973229,breast
mitomycin C,915019-65-7,OCUB.M,5.322680479,breast
mitomycin C,Bortezomib,OCUB.M,-5.403911032,breast
mitomycin C,Dasatinib,OCUB.M,7.190224117,breast
mitomycin C,Dinaciclib,OCUB.M,0.687521113,breast
mitomycin C,Erlotinib,OCUB.M,-12.40200177,breast
mitomycin C,geldanamycin,OCUB.M,-0.18920789,breast
mitomycin C,L-778123 free base,OCUB.M,-10.83996426,breast
mitomycin C,Lapatinib,OCUB.M,6.813611975,breast
mitomycin C,MK-2206,OCUB.M,0.863841911,breast
mitomycin C,Niraparib,OCUB.M,-0.848931366,breast
mitomycin C,MK-5108,OCUB.M,-0.053043382,breast
mitomycin C,Deforolimus,OCUB.M,5.493303354,breast
mitomycin C,891494-63-6,OCUB.M,15.22864493,breast
mitomycin C,391210-10-9,OCUB.M,0.551718589,breast
mitomycin C,Sorafenib,OCUB.M,-9.490173287,breast
mitomycin C,Sunitinib,OCUB.M,2.411854967,breast
mitomycin C,temozolomide,OCUB.M,-35.29868664,breast
mitomycin C,Vorinostat,OCUB.M,5.081765884,breast
MK-2206,Veliparib,OCUB.M,-30.63063658,breast
MK-2206,915019-65-7,OCUB.M,8.8880009,breast
MK-2206,Bortezomib,OCUB.M,-4.141423944,breast
MK-2206,Dasatinib,OCUB.M,0.908946747,breast
MK-2206,Dinaciclib,OCUB.M,-3.176278798,breast
MK-2206,Erlotinib,OCUB.M,7.299001594,breast
MK-2206,geldanamycin,OCUB.M,-7.749925879,breast
MK-2206,Deforolimus,OCUB.M,10.97278428,breast
MK-2206,891494-63-6,OCUB.M,-6.194107149,breast
MK-2206,Eloxatin (TN),OCUB.M,-14.66834331,breast
MK-2206,391210-10-9,OCUB.M,-3.818975304,breast
MK-2206,7-Ethyl-10-hydroxycamptothecin,OCUB.M,1.08947181,breast
MK-2206,Sorafenib,OCUB.M,4.184778181,breast
MK-2206,topotecan,OCUB.M,4.575961886,breast
Niraparib,Veliparib,OCUB.M,0.508845587,breast
