Drug1,Drug2,Cell_Line,Synergy,Tissue
Cisplatin,Alisertib,Hs.578.T,0,breast
Cisplatin,Alisertib,JIMT.1,0,breast
Cisplatin,Alisertib,MCF7,0,breast
Cisplatin,Alisertib,MDA.MB.157,0,breast
Cisplatin,Alisertib,MDA.MB.231,0,breast
Cisplatin,Alisertib,MDA.MB.361,0,breast
Cisplatin,Alisertib,MDA.MB.415,0,breast
Cisplatin,Alisertib,MDA.MB.436,0,breast
Cisplatin,Alisertib,MDA.MB.453,0,breast
Cisplatin,Alisertib,MDA.MB.468,0,breast
Cisplatin,Alisertib,MFM.223,0,breast
Cisplatin,Alisertib,OCUB.M,0,breast
Cisplatin,Alisertib,T47D,0,breast
Cisplatin,Alisertib,UACC.893,0,breast
Cisplatin,RO-3306,AU565,0,breast
Cisplatin,RO-3306,BT.549,0,breast
Cisplatin,RO-3306,CAL.120,0,breast
Cisplatin,RO-3306,CAL.51,0,breast
Cisplatin,RO-3306,CAMA.1,0,breast
Cisplatin,RO-3306,COLO.824,0,breast
Cisplatin,RO-3306,DU.4475,0,breast
Cisplatin,RO-3306,EFM.19,0,breast
Cisplatin,RO-3306,EVSA.T,0,breast
Cisplatin,RO-3306,HCC1143,0,breast
Cisplatin,RO-3306,HCC1187,0,breast
Cisplatin,RO-3306,HCC1395,0,breast
Cisplatin,RO-3306,HCC1419,0,breast
Cisplatin,RO-3306,HCC1428,0,breast
Cisplatin,RO-3306,HCC1806,0,breast
Cisplatin,RO-3306,HCC1937,0,breast
Cisplatin,RO-3306,HCC1954,0,breast
Cisplatin,RO-3306,HCC38,0,breast
Cisplatin,RO-3306,HCC70,0,breast
Cisplatin,RO-3306,Hs.578.T,0,breast
Cisplatin,RO-3306,JIMT.1,0,breast
Cisplatin,RO-3306,MCF7,0,breast
Cisplatin,RO-3306,MDA.MB.157,0,breast
Cisplatin,RO-3306,MDA.MB.231,0,breast
Cisplatin,RO-3306,MDA.MB.361,0,breast
Cisplatin,RO-3306,MDA.MB.415,0,breast
Cisplatin,RO-3306,MDA.MB.436,0,breast
Cisplatin,RO-3306,MDA.MB.453,0,breast
Cisplatin,RO-3306,MDA.MB.468,0,breast
Cisplatin,Pictilisib,HCC202,0,breast
Cisplatin,MK-2206,BT.549,0,breast
Cisplatin,MK-2206,CAL.120,0,breast
Cisplatin,MK-2206,CAL.51,0,breast
Cisplatin,MK-2206,CAMA.1,0,breast
Cisplatin,MK-2206,COLO.824,0,breast
Cisplatin,MK-2206,DU.4475,0,breast
Cisplatin,MK-2206,EFM.19,0,breast
Cisplatin,MK-2206,EVSA.T,0,breast
Cisplatin,MK-2206,HCC1143,0,breast
Cisplatin,MK-2206,HCC1187,0,breast
Cisplatin,MK-2206,HCC1395,0,breast
Cisplatin,MK-2206,HCC1419,0,breast
Cisplatin,MK-2206,HCC1428,0,breast
Cisplatin,MK-2206,HCC1806,0,breast
Cisplatin,MK-2206,HCC1937,0,breast
Cisplatin,MK-2206,HCC1954,0,breast
Cisplatin,MK-2206,HCC202,0,breast
Cisplatin,MK-2206,HCC38,0,breast
Cisplatin,MK-2206,HCC70,0,breast
Cisplatin,MK-2206,Hs.578.T,0,breast
Cisplatin,MK-2206,JIMT.1,0,breast
Cisplatin,MK-2206,MCF7,0,breast
Cisplatin,MK-2206,MDA.MB.157,0,breast
Cisplatin,MK-2206,MDA.MB.231,0,breast
Cisplatin,MK-2206,MDA.MB.361,0,breast
Cisplatin,MK-2206,MDA.MB.415,0,breast
Cisplatin,MK-2206,MDA.MB.436,0,breast
Cisplatin,MK-2206,MDA.MB.453,0,breast
Cisplatin,MK-2206,MDA.MB.468,0,breast
Cisplatin,MK-2206,MFM.223,0,breast
Cisplatin,MK-2206,OCUB.M,0,breast
Cisplatin,MK-2206,T47D,0,breast
Cisplatin,MK-2206,UACC.893,0,breast
Cisplatin,Palbociclib,AU565,0,breast
Cisplatin,Pictilisib,HCC38,0,breast
Cisplatin,Pictilisib,HCC70,0,breast
Cisplatin,Pictilisib,Hs.578.T,0,breast
Cisplatin,Pictilisib,JIMT.1,0,breast
Cisplatin,Pictilisib,MCF7,0,breast
Cisplatin,Pictilisib,MDA.MB.157,0,breast
Cisplatin,Pictilisib,MDA.MB.231,0,breast
Cisplatin,Pictilisib,MDA.MB.361,0,breast
Cisplatin,Pictilisib,MDA.MB.415,0,breast
Cisplatin,Pictilisib,MDA.MB.436,0,breast
Cisplatin,Pictilisib,MDA.MB.453,0,breast
Cisplatin,Pictilisib,MDA.MB.468,0,breast
Cisplatin,Pictilisib,MFM.223,0,breast
Cisplatin,Pictilisib,OCUB.M,0,breast
Cisplatin,Pictilisib,T47D,0,breast
Cisplatin,Pictilisib,UACC.893,0,breast
Cisplatin,AZD8055,AU565,0,breast
Cisplatin,Palbociclib,BT.549,0,breast
Cisplatin,Palbociclib,CAL.120,0,breast
Cisplatin,Palbociclib,CAL.51,0,breast
Cisplatin,Palbociclib,CAMA.1,0,breast
Cisplatin,Palbociclib,COLO.824,0,breast
Cisplatin,Palbociclib,DU.4475,0,breast
Cisplatin,Palbociclib,EFM.19,0,breast
Cisplatin,Palbociclib,EVSA.T,0,breast
Cisplatin,Palbociclib,HCC1143,0,breast
Cisplatin,Palbociclib,HCC1187,0,breast
Cisplatin,Palbociclib,HCC1395,0,breast
Cisplatin,Palbociclib,HCC1419,0,breast
Cisplatin,Palbociclib,HCC1428,0,breast
Cisplatin,Palbociclib,HCC1806,0,breast
Cisplatin,Palbociclib,HCC1937,0,breast
Cisplatin,Palbociclib,HCC1954,0,breast
Cisplatin,Palbociclib,HCC202,0,breast
Cisplatin,Palbociclib,HCC38,0,breast
Cisplatin,Palbociclib,HCC70,0,breast
Cisplatin,Palbociclib,Hs.578.T,0,breast
Cisplatin,Palbociclib,JIMT.1,0,breast
Cisplatin,Palbociclib,MCF7,0,breast
Cisplatin,Palbociclib,MDA.MB.157,0,breast
Cisplatin,Palbociclib,MDA.MB.231,0,breast
Cisplatin,Palbociclib,MDA.MB.361,0,breast
Cisplatin,Palbociclib,MDA.MB.415,0,breast
Cisplatin,Palbociclib,MDA.MB.436,0,breast
Cisplatin,Palbociclib,MDA.MB.453,0,breast
Cisplatin,Palbociclib,MDA.MB.468,0,breast
Cisplatin,Palbociclib,MFM.223,0,breast
Cisplatin,Palbociclib,OCUB.M,0,breast
Cisplatin,Palbociclib,T47D,0,breast
Cisplatin,Palbociclib,UACC.893,0,breast
Cisplatin,Pictilisib,AU565,0,breast
Cisplatin,Pictilisib,BT.549,0,breast
Cisplatin,Pictilisib,CAL.120,0,breast
Cisplatin,Pictilisib,CAL.51,0,breast
Cisplatin,Pictilisib,CAMA.1,0,breast
Cisplatin,Pictilisib,COLO.824,0,breast
Cisplatin,Pictilisib,DU.4475,0,breast
Cisplatin,Pictilisib,EFM.19,0,breast
Cisplatin,Pictilisib,EVSA.T,0,breast
Cisplatin,Pictilisib,HCC1143,0,breast
Cisplatin,Pictilisib,HCC1187,0,breast
Cisplatin,Pictilisib,HCC1395,0,breast
Cisplatin,Pictilisib,HCC1419,0,breast
Cisplatin,Pictilisib,HCC1428,0,breast
Cisplatin,Pictilisib,HCC1806,0,breast
Cisplatin,Pictilisib,HCC1937,0,breast
Cisplatin,Pictilisib,HCC1954,0,breast
Cisplatin,Paclitaxel,CAL.51,0,breast
Cisplatin,AZD8055,BT.549,0,breast
Cisplatin,AZD8055,CAL.120,0,breast
Cisplatin,AZD8055,CAL.51,0,breast
Cisplatin,AZD8055,CAMA.1,0,breast
Cisplatin,AZD8055,COLO.824,0,breast
Cisplatin,AZD8055,DU.4475,0,breast
Cisplatin,AZD8055,EFM.19,0,breast
Cisplatin,AZD8055,EVSA.T,0,breast
Cisplatin,AZD8055,HCC1143,0,breast
Cisplatin,AZD8055,HCC1187,0,breast
Cisplatin,AZD8055,HCC1395,0,breast
Cisplatin,AZD8055,HCC1419,0,breast
Cisplatin,AZD8055,HCC1428,0,breast
Cisplatin,AZD8055,HCC1806,0,breast
Cisplatin,AZD8055,HCC1937,0,breast
Cisplatin,AZD8055,HCC1954,0,breast
Cisplatin,AZD8055,HCC38,0,breast
Cisplatin,AZD8055,HCC70,0,breast
Cisplatin,AZD8055,Hs.578.T,0,breast
Cisplatin,AZD8055,JIMT.1,0,breast
Cisplatin,AZD8055,MCF7,0,breast
Cisplatin,AZD8055,MDA.MB.157,0,breast
Cisplatin,AZD8055,MDA.MB.231,0,breast
Cisplatin,AZD8055,MDA.MB.361,0,breast
Cisplatin,AZD8055,MDA.MB.415,0,breast
Cisplatin,AZD8055,MDA.MB.436,0,breast
Cisplatin,AZD8055,MDA.MB.453,0,breast
Cisplatin,AZD8055,MDA.MB.468,0,breast
Cisplatin,AZD8055,MFM.223,0,breast
Cisplatin,AZD8055,OCUB.M,0,breast
Cisplatin,AZD8055,T47D,0,breast
Cisplatin,AZD8055,UACC.893,0,breast
Cisplatin,5-Fluorouracil,AU565,0,breast
Cisplatin,Paclitaxel,CAMA.1,0,breast
Cisplatin,Paclitaxel,COLO.824,0,breast
Cisplatin,Paclitaxel,DU.4475,0,breast
Cisplatin,Paclitaxel,EFM.19,0,breast
Cisplatin,Paclitaxel,EVSA.T,0,breast
Cisplatin,Paclitaxel,HCC1143,0,breast
Cisplatin,Paclitaxel,HCC1187,0,breast
Cisplatin,Paclitaxel,HCC1395,0,breast
Cisplatin,Paclitaxel,HCC1419,0,breast
Cisplatin,Paclitaxel,HCC1428,0,breast
Cisplatin,Paclitaxel,HCC1806,0,breast
Cisplatin,Paclitaxel,HCC1937,0,breast
Cisplatin,Paclitaxel,HCC1954,0,breast
Cisplatin,Paclitaxel,HCC38,0,breast
Cisplatin,Paclitaxel,HCC70,0,breast
Cisplatin,Paclitaxel,Hs.578.T,0,breast
Cisplatin,Paclitaxel,JIMT.1,0,breast
Cisplatin,Paclitaxel,MCF7,0,breast
Cisplatin,Paclitaxel,MDA.MB.157,0,breast
Cisplatin,Paclitaxel,MDA.MB.231,0,breast
Cisplatin,Paclitaxel,MDA.MB.361,0,breast
Cisplatin,Paclitaxel,MDA.MB.415,0,breast
Cisplatin,Paclitaxel,MDA.MB.436,0,breast
Cisplatin,Paclitaxel,MDA.MB.453,0,breast
Cisplatin,Paclitaxel,MDA.MB.468,0,breast
Cisplatin,Paclitaxel,MFM.223,0,breast
Cisplatin,Paclitaxel,OCUB.M,0,breast
Cisplatin,Paclitaxel,T47D,0,breast
Cisplatin,Paclitaxel,UACC.893,0,breast
Cisplatin,Crizotinib,AU565,0,breast
Cisplatin,Crizotinib,BT.549,0,breast
Cisplatin,Crizotinib,CAL.120,0,breast
Cisplatin,Crizotinib,CAL.51,0,breast
Cisplatin,Crizotinib,CAMA.1,0,breast
Cisplatin,Crizotinib,COLO.824,0,breast
Cisplatin,Crizotinib,DU.4475,0,breast
Cisplatin,Crizotinib,EFM.19,0,breast
Cisplatin,Crizotinib,EVSA.T,0,breast
Cisplatin,Crizotinib,HCC1143,0,breast
Cisplatin,Crizotinib,HCC1187,0,breast
Cisplatin,Crizotinib,HCC1395,0,breast
Cisplatin,Crizotinib,HCC1419,0,breast
Cisplatin,Crizotinib,HCC1428,0,breast
Cisplatin,Crizotinib,HCC1806,0,breast
Cisplatin,Crizotinib,HCC1937,0,breast
Cisplatin,Crizotinib,HCC1954,0,breast
Cisplatin,Crizotinib,HCC38,0,breast
Cisplatin,Crizotinib,HCC70,0,breast
Cisplatin,Crizotinib,JIMT.1,0,breast
Cisplatin,Crizotinib,MCF7,0,breast
Cisplatin,Crizotinib,MDA.MB.157,0,breast
Cisplatin,Crizotinib,MDA.MB.231,0,breast
Cisplatin,Crizotinib,MDA.MB.361,0,breast
Cisplatin,Crizotinib,MDA.MB.415,0,breast
Cisplatin,Crizotinib,MDA.MB.436,0,breast
Cisplatin,Crizotinib,MDA.MB.453,0,breast
Cisplatin,Crizotinib,MDA.MB.468,0,breast
Cisplatin,Crizotinib,MFM.223,0,breast
Cisplatin,Crizotinib,OCUB.M,0,breast
Cisplatin,Crizotinib,T47D,0,breast
Cisplatin,Crizotinib,UACC.893,0,breast
Cisplatin,Sorafenib,AU565,0,breast
Cisplatin,5-Fluorouracil,BT.549,0,breast
Cisplatin,5-Fluorouracil,CAL.120,0,breast
Cisplatin,5-Fluorouracil,CAL.51,0,breast
Cisplatin,5-Fluorouracil,CAMA.1,0,breast
Cisplatin,5-Fluorouracil,COLO.824,0,breast
Cisplatin,5-Fluorouracil,DU.4475,0,breast
Cisplatin,5-Fluorouracil,EFM.19,0,breast
Cisplatin,5-Fluorouracil,EVSA.T,0,breast
Cisplatin,5-Fluorouracil,HCC1143,0,breast
Cisplatin,5-Fluorouracil,HCC1187,0,breast
Cisplatin,5-Fluorouracil,HCC1395,0,breast
Cisplatin,5-Fluorouracil,HCC1419,0,breast
Cisplatin,5-Fluorouracil,HCC1428,0,breast
Cisplatin,5-Fluorouracil,HCC1806,0,breast
Cisplatin,5-Fluorouracil,HCC1937,0,breast
Cisplatin,5-Fluorouracil,HCC1954,0,breast
Cisplatin,5-Fluorouracil,HCC202,0,breast
Cisplatin,5-Fluorouracil,HCC38,0,breast
Cisplatin,5-Fluorouracil,HCC70,0,breast
Cisplatin,5-Fluorouracil,Hs.578.T,0,breast
Cisplatin,5-Fluorouracil,JIMT.1,0,breast
Cisplatin,5-Fluorouracil,MCF7,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.157,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.231,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.361,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.415,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.436,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.453,0,breast
Cisplatin,5-Fluorouracil,MDA.MB.468,0,breast
Cisplatin,5-Fluorouracil,MFM.223,0,breast
Cisplatin,5-Fluorouracil,OCUB.M,0,breast
Cisplatin,5-Fluorouracil,T47D,0,breast
Cisplatin,5-Fluorouracil,UACC.893,0,breast
Cisplatin,Paclitaxel,AU565,0,breast
Cisplatin,Paclitaxel,BT.549,0,breast
Cisplatin,Paclitaxel,CAL.120,0,breast
Cisplatin,Sorafenib,MFM.223,0,breast
Cisplatin,Sorafenib,OCUB.M,0,breast
Cisplatin,Sorafenib,BT.549,0,breast
Cisplatin,Sorafenib,T47D,0,breast
Cisplatin,Sorafenib,CAL.120,0,breast
Cisplatin,Sorafenib,UACC.893,0,breast
Cisplatin,Sorafenib,CAL.51,0,breast
Cisplatin,Sorafenib,CAMA.1,0,breast
Cisplatin,Sorafenib,COLO.824,0,breast
Cisplatin,BI-2536,AU565,0,breast
Cisplatin,Sorafenib,DU.4475,0,breast
Cisplatin,Sorafenib,EFM.19,0,breast
Cisplatin,Sorafenib,EVSA.T,0,breast
Cisplatin,Sorafenib,HCC1143,0,breast
Cisplatin,Sorafenib,HCC1187,0,breast
Cisplatin,Sorafenib,HCC1395,0,breast
Cisplatin,Sorafenib,HCC1419,0,breast
Cisplatin,Sorafenib,HCC1428,0,breast
Cisplatin,Sorafenib,HCC1806,0,breast
Cisplatin,Sorafenib,HCC1937,0,breast
Cisplatin,Sorafenib,HCC1954,0,breast
Cisplatin,Sorafenib,HCC38,0,breast
Cisplatin,Sorafenib,HCC70,0,breast
Cisplatin,Sorafenib,Hs.578.T,0,breast
Cisplatin,Sorafenib,JIMT.1,0,breast
Cisplatin,Sorafenib,MCF7,0,breast
Cisplatin,Sorafenib,MDA.MB.157,0,breast
Cisplatin,Sorafenib,MDA.MB.231,0,breast
Cisplatin,Sorafenib,MDA.MB.361,0,breast
Cisplatin,Sorafenib,MDA.MB.415,0,breast
Cisplatin,Sorafenib,MDA.MB.436,0,breast
Cisplatin,Sorafenib,MDA.MB.453,0,breast
Cisplatin,Sorafenib,MDA.MB.468,0,breast
Cisplatin,PF-4708671,HCC38,0,breast
Cisplatin,BI-2536,BT.549,0,breast
Cisplatin,BI-2536,CAL.120,0,breast
Cisplatin,BI-2536,CAL.51,0,breast
Cisplatin,BI-2536,CAMA.1,0,breast
Cisplatin,BI-2536,COLO.824,0,breast
Cisplatin,BI-2536,DU.4475,0,breast
Cisplatin,BI-2536,EFM.19,0,breast
Cisplatin,BI-2536,EVSA.T,0,breast
Cisplatin,BI-2536,HCC1143,0,breast
Cisplatin,BI-2536,HCC1187,0,breast
Cisplatin,BI-2536,HCC1395,0,breast
Cisplatin,BI-2536,HCC1419,0,breast
Cisplatin,BI-2536,HCC1428,0,breast
Cisplatin,BI-2536,HCC1806,0,breast
Cisplatin,BI-2536,HCC1937,0,breast
Cisplatin,BI-2536,HCC1954,0,breast
Cisplatin,BI-2536,HCC38,0,breast
Cisplatin,BI-2536,HCC70,0,breast
Cisplatin,PF-4708671,HCC70,0,breast
Cisplatin,BI-2536,Hs.578.T,0,breast
Cisplatin,PF-4708671,Hs.578.T,0,breast
Cisplatin,PF-4708671,JIMT.1,0,breast
Cisplatin,BI-2536,JIMT.1,0,breast
Cisplatin,PF-4708671,MCF7,0,breast
Cisplatin,PF-4708671,MDA.MB.157,0,breast
Cisplatin,BI-2536,MCF7,0,breast
Cisplatin,PF-4708671,MDA.MB.231,0,breast
Cisplatin,BI-2536,MDA.MB.157,0,breast
Cisplatin,PF-4708671,MDA.MB.361,0,breast
Cisplatin,PF-4708671,MDA.MB.415,0,breast
Cisplatin,BI-2536,MDA.MB.231,0,breast
Cisplatin,PF-4708671,MDA.MB.436,0,breast
Cisplatin,PF-4708671,MDA.MB.453,1,breast
Cisplatin,PF-4708671,MDA.MB.468,0,breast
Cisplatin,BI-2536,MDA.MB.361,0,breast
Cisplatin,BI-2536,MDA.MB.415,0,breast
Cisplatin,PF-4708671,MFM.223,0,breast
Cisplatin,BI-2536,MDA.MB.436,0,breast
Cisplatin,PF-4708671,OCUB.M,0,breast
Cisplatin,PF-4708671,T47D,0,breast
Cisplatin,BI-2536,MDA.MB.453,0,breast
Cisplatin,PF-4708671,UACC.893,0,breast
Cisplatin,BI-2536,MDA.MB.468,0,breast
Cisplatin,BI-2536,MFM.223,0,breast
Cisplatin,MK-1775,AU565,0,breast
Cisplatin,BI-2536,OCUB.M,0,breast
Cisplatin,BI-2536,T47D,0,breast
Cisplatin,BI-2536,UACC.893,0,breast
Cisplatin,Tozasertib,AU565,0,breast
Cisplatin,Tozasertib,BT.549,0,breast
Cisplatin,Tozasertib,CAL.120,0,breast
Cisplatin,Tozasertib,CAL.51,0,breast
Cisplatin,Tozasertib,CAMA.1,0,breast
Cisplatin,Tozasertib,COLO.824,0,breast
Cisplatin,Tozasertib,DU.4475,0,breast
Cisplatin,Tozasertib,EFM.19,0,breast
Cisplatin,Tozasertib,EVSA.T,1,breast
Cisplatin,Tozasertib,HCC1143,0,breast
Cisplatin,Tozasertib,HCC1187,0,breast
Cisplatin,Tozasertib,HCC1395,0,breast
Cisplatin,Tozasertib,HCC1419,0,breast
Cisplatin,Tozasertib,HCC1428,0,breast
Cisplatin,Tozasertib,HCC1806,0,breast
Cisplatin,Tozasertib,HCC1937,0,breast
Cisplatin,Tozasertib,HCC1954,0,breast
Cisplatin,Tozasertib,HCC38,0,breast
Cisplatin,Tozasertib,HCC70,0,breast
Cisplatin,Tozasertib,Hs.578.T,0,breast
Cisplatin,Tozasertib,JIMT.1,0,breast
Cisplatin,Tozasertib,MCF7,0,breast
Cisplatin,Tozasertib,MDA.MB.157,0,breast
Cisplatin,Tozasertib,MDA.MB.231,0,breast
Cisplatin,Tozasertib,MDA.MB.361,0,breast
Cisplatin,Tozasertib,MDA.MB.415,0,breast
Cisplatin,Tozasertib,MDA.MB.436,0,breast
Cisplatin,Tozasertib,MDA.MB.453,0,breast
Cisplatin,Tozasertib,MDA.MB.468,0,breast
Cisplatin,Tozasertib,MFM.223,0,breast
Cisplatin,Tozasertib,OCUB.M,0,breast
Cisplatin,Tozasertib,T47D,0,breast
Cisplatin,Tozasertib,UACC.893,0,breast
Cisplatin,PF-4708671,AU565,0,breast
Cisplatin,PF-4708671,BT.549,0,breast
Cisplatin,PF-4708671,CAL.120,0,breast
Cisplatin,PF-4708671,CAL.51,0,breast
Cisplatin,PF-4708671,CAMA.1,0,breast
Cisplatin,PF-4708671,COLO.824,0,breast
Cisplatin,PF-4708671,DU.4475,0,breast
Cisplatin,PF-4708671,EFM.19,0,breast
Cisplatin,PF-4708671,EVSA.T,0,breast
Cisplatin,PF-4708671,HCC1143,0,breast
Cisplatin,PF-4708671,HCC1187,0,breast
Cisplatin,PF-4708671,HCC1395,0,breast
Cisplatin,PF-4708671,HCC1419,0,breast
Cisplatin,PF-4708671,HCC1428,0,breast
Cisplatin,PF-4708671,HCC1806,0,breast
Cisplatin,PF-4708671,HCC1937,0,breast
Cisplatin,PF-4708671,HCC1954,0,breast
Cisplatin,Bortezomib,EFM.19,0,breast
Cisplatin,MK-1775,BT.549,0,breast
Cisplatin,MK-1775,CAL.120,0,breast
Cisplatin,MK-1775,CAL.51,1,breast
Cisplatin,MK-1775,CAMA.1,0,breast
Cisplatin,MK-1775,COLO.824,0,breast
Cisplatin,MK-1775,DU.4475,0,breast
Cisplatin,MK-1775,EFM.19,0,breast
Cisplatin,MK-1775,EVSA.T,0,breast
Cisplatin,MK-1775,HCC1143,0,breast
Cisplatin,MK-1775,HCC1187,1,breast
Cisplatin,MK-1775,HCC1395,0,breast
Cisplatin,MK-1775,HCC1419,0,breast
Cisplatin,MK-1775,HCC1428,0,breast
Cisplatin,MK-1775,HCC1806,1,breast
Cisplatin,MK-1775,HCC1937,0,breast
Cisplatin,MK-1775,HCC1954,0,breast
Cisplatin,MK-1775,HCC38,1,breast
Cisplatin,MK-1775,HCC70,0,breast
Cisplatin,MK-1775,JIMT.1,1,breast
Cisplatin,MK-1775,MCF7,0,breast
Cisplatin,MK-1775,MDA.MB.157,0,breast
Cisplatin,MK-1775,MDA.MB.231,1,breast
Cisplatin,MK-1775,MDA.MB.361,0,breast
Cisplatin,MK-1775,MDA.MB.415,0,breast
Cisplatin,MK-1775,MDA.MB.436,0,breast
Cisplatin,MK-1775,MDA.MB.453,1,breast
Cisplatin,MK-1775,MDA.MB.468,1,breast
Cisplatin,MK-1775,MFM.223,0,breast
Cisplatin,MK-1775,OCUB.M,1,breast
Cisplatin,MK-1775,T47D,0,breast
Cisplatin,MK-1775,UACC.893,0,breast
Cisplatin,Gemcitabine,AU565,1,breast
Cisplatin,Bortezomib,EVSA.T,0,breast
Cisplatin,Bortezomib,HCC1143,0,breast
Cisplatin,Bortezomib,HCC1187,0,breast
Cisplatin,Bortezomib,HCC1395,0,breast
Cisplatin,Bortezomib,HCC1419,0,breast
Cisplatin,Bortezomib,HCC1428,0,breast
Cisplatin,Bortezomib,HCC1806,0,breast
Cisplatin,Bortezomib,HCC1937,0,breast
Cisplatin,Bortezomib,HCC1954,0,breast
Cisplatin,Bortezomib,HCC38,0,breast
Cisplatin,Bortezomib,HCC70,1,breast
Cisplatin,Bortezomib,Hs.578.T,0,breast
Cisplatin,Bortezomib,JIMT.1,0,breast
Cisplatin,Bortezomib,MCF7,0,breast
Cisplatin,Bortezomib,MDA.MB.157,0,breast
Cisplatin,Bortezomib,MDA.MB.231,0,breast
Cisplatin,Bortezomib,MDA.MB.361,0,breast
Cisplatin,Bortezomib,MDA.MB.415,0,breast
Cisplatin,Bortezomib,MDA.MB.436,0,breast
Cisplatin,Bortezomib,MDA.MB.453,0,breast
Cisplatin,Bortezomib,MDA.MB.468,0,breast
Cisplatin,Bortezomib,MFM.223,0,breast
Cisplatin,Bortezomib,OCUB.M,0,breast
Cisplatin,Bortezomib,T47D,0,breast
Cisplatin,Bortezomib,UACC.893,0,breast
Cisplatin,GSK269962A,AU565,0,breast
Cisplatin,GSK269962A,BT.549,0,breast
Cisplatin,GSK269962A,CAL.120,0,breast
Cisplatin,GSK269962A,CAL.51,0,breast
Cisplatin,GSK269962A,CAMA.1,0,breast
Cisplatin,GSK269962A,COLO.824,0,breast
Cisplatin,GSK269962A,DU.4475,0,breast
Cisplatin,GSK269962A,EFM.19,0,breast
Cisplatin,GSK269962A,EVSA.T,0,breast
Cisplatin,GSK269962A,HCC1143,0,breast
Cisplatin,GSK269962A,HCC1187,0,breast
Cisplatin,GSK269962A,HCC1395,0,breast
Cisplatin,GSK269962A,HCC1419,0,breast
Cisplatin,GSK269962A,HCC1428,0,breast
Cisplatin,GSK269962A,HCC1806,0,breast
Cisplatin,GSK269962A,HCC1937,0,breast
Cisplatin,GSK269962A,HCC1954,0,breast
Cisplatin,GSK269962A,HCC38,0,breast
Cisplatin,GSK269962A,HCC70,0,breast
Cisplatin,GSK269962A,Hs.578.T,0,breast
Cisplatin,GSK269962A,JIMT.1,0,breast
Cisplatin,GSK269962A,MCF7,0,breast
Cisplatin,GSK269962A,MDA.MB.157,0,breast
Cisplatin,GSK269962A,MDA.MB.231,0,breast
Cisplatin,GSK269962A,MDA.MB.361,0,breast
Cisplatin,GSK269962A,MDA.MB.415,0,breast
Cisplatin,GSK269962A,MDA.MB.436,0,breast
Cisplatin,GSK269962A,MDA.MB.453,0,breast
Cisplatin,GSK269962A,MDA.MB.468,0,breast
Cisplatin,GSK269962A,MFM.223,0,breast
Cisplatin,GSK269962A,OCUB.M,0,breast
Cisplatin,GSK269962A,T47D,0,breast
Cisplatin,GSK269962A,UACC.893,0,breast
Cisplatin,Trametinib,AU565,0,breast
Cisplatin,Gemcitabine,BT.549,0,breast
Cisplatin,Gemcitabine,CAL.120,0,breast
Cisplatin,Gemcitabine,CAL.51,1,breast
Cisplatin,Gemcitabine,CAMA.1,0,breast
Cisplatin,Gemcitabine,COLO.824,0,breast
Cisplatin,Gemcitabine,DU.4475,0,breast
Cisplatin,Gemcitabine,EFM.19,0,breast
Cisplatin,Gemcitabine,EVSA.T,1,breast
Cisplatin,Gemcitabine,HCC1143,1,breast
Cisplatin,Gemcitabine,HCC1187,0,breast
Cisplatin,Gemcitabine,HCC1395,1,breast
Cisplatin,Gemcitabine,HCC1419,0,breast
Cisplatin,Gemcitabine,HCC1428,0,breast
Cisplatin,Gemcitabine,HCC1806,1,breast
Cisplatin,Gemcitabine,HCC1937,1,breast
Cisplatin,Gemcitabine,HCC1954,0,breast
Cisplatin,Gemcitabine,HCC38,0,breast
Cisplatin,Gemcitabine,HCC70,1,breast
Cisplatin,Gemcitabine,Hs.578.T,1,breast
Cisplatin,Gemcitabine,JIMT.1,1,breast
Cisplatin,Gemcitabine,MCF7,0,breast
Cisplatin,Gemcitabine,MDA.MB.157,0,breast
Cisplatin,Gemcitabine,MDA.MB.231,0,breast
Cisplatin,Gemcitabine,MDA.MB.361,0,breast
Cisplatin,Gemcitabine,MDA.MB.415,0,breast
Cisplatin,Gemcitabine,MDA.MB.436,0,breast
Cisplatin,Gemcitabine,MDA.MB.453,0,breast
Cisplatin,Gemcitabine,MDA.MB.468,0,breast
Cisplatin,Gemcitabine,MFM.223,0,breast
Cisplatin,Gemcitabine,OCUB.M,0,breast
Cisplatin,Gemcitabine,T47D,0,breast
Cisplatin,Gemcitabine,UACC.893,0,breast
Cisplatin,Bortezomib,AU565,0,breast
Cisplatin,Bortezomib,BT.549,0,breast
Cisplatin,Bortezomib,CAL.120,0,breast
Cisplatin,Bortezomib,CAL.51,0,breast
Cisplatin,Bortezomib,CAMA.1,0,breast
Cisplatin,Bortezomib,COLO.824,0,breast
Cisplatin,Bortezomib,DU.4475,0,breast
Cisplatin,Trametinib,T47D,0,breast
Cisplatin,Trametinib,UACC.893,0,breast
Cisplatin,Trametinib,BT.549,0,breast
Cisplatin,Trametinib,CAL.120,0,breast
Cisplatin,Trametinib,CAL.51,0,breast
Cisplatin,Trametinib,CAMA.1,0,breast
